active	year
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
0	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2015
0	2015
1	2015
1	2015
1	2015
1	2015
1	2015
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
0	2016
0	2016
0	2016
1	2016
0	2016
0	2016
0	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2016
1	2016
1	2016
1	2016
0	2016
1	2016
1	2016
0	2016
1	2016
1	2016
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
0	2017
1	2017
0	2017
1	2017
1	2017
0	2017
0	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
1	2017
